indicator,country,countryiso3code,date,value,unit,obs_status,decimal,Region
"Fertility rate, total (births per woman)",India,IND,1993,3.799,,,1,South Asia
"Fertility rate, total (births per woman)",India,IND,1992,3.877,,,1,South Asia
"Fertility rate, total (births per woman)",India,IND,1991,3.959,,,1,South Asia
"Fertility rate, total (births per woman)",India,IND,1990,4.045,,,1,South Asia
"Fertility rate, total (births per woman)",India,IND,1989,4.132,,,1,South Asia
"Fertility rate, total (births per woman)",India,IND,1988,4.222,,,1,South Asia
"Fertility rate, total (births per woman)",India,IND,1987,4.311,,,1,South Asia
"Fertility rate, total (births per woman)",India,IND,1986,4.399,,,1,South Asia
"Fertility rate, total (births per woman)",India,IND,1985,4.432,,,1,South Asia
"Fertility rate, total (births per woman)",India,IND,1984,4.516,,,1,South Asia
"Fertility rate, total (births per woman)",India,IND,1983,4.565,,,1,South Asia
"Fertility rate, total (births per woman)",India,IND,1982,4.62,,,1,South Asia
"Fertility rate, total (births per woman)",India,IND,1981,4.698,,,1,South Asia
"Fertility rate, total (births per woman)",India,IND,1980,4.775,,,1,South Asia
"Fertility rate, total (births per woman)",India,IND,1979,4.808,,,1,South Asia
"Fertility rate, total (births per woman)",India,IND,1978,4.888,,,1,South Asia
"Fertility rate, total (births per woman)",India,IND,1977,5.007,,,1,South Asia
"Fertility rate, total (births per woman)",India,IND,1976,5.13,,,1,South Asia
"Fertility rate, total (births per woman)",India,IND,1975,5.195,,,1,South Asia
"Fertility rate, total (births per woman)",India,IND,1974,5.325,,,1,South Asia
"Fertility rate, total (births per woman)",India,IND,1973,5.402,,,1,South Asia
"Fertility rate, total (births per woman)",India,IND,1972,5.482,,,1,South Asia
"Fertility rate, total (births per woman)",India,IND,1971,5.565,,,1,South Asia
"Fertility rate, total (births per woman)",India,IND,1970,5.624,,,1,South Asia
"Fertility rate, total (births per woman)",India,IND,1969,5.684,,,1,South Asia
"Fertility rate, total (births per woman)",India,IND,1968,5.76,,,1,South Asia
"Fertility rate, total (births per woman)",India,IND,1967,5.825,,,1,South Asia
"Fertility rate, total (births per woman)",India,IND,1966,5.881,,,1,South Asia
"Fertility rate, total (births per woman)",India,IND,1965,5.941,,,1,South Asia
"Fertility rate, total (births per woman)",India,IND,1964,5.979,,,1,South Asia
"Fertility rate, total (births per woman)",India,IND,1963,5.969,,,1,South Asia
"Fertility rate, total (births per woman)",India,IND,1962,5.953,,,1,South Asia
"Fertility rate, total (births per woman)",India,IND,1961,5.937,,,1,South Asia
"Fertility rate, total (births per woman)",India,IND,1960,5.921,,,1,South Asia
"Fertility rate, total (births per woman)",Sri Lanka,LKA,2024,,,,1,South Asia
"Fertility rate, total (births per woman)",Sri Lanka,LKA,2023,1.974,,,1,South Asia
"Fertility rate, total (births per woman)",Sri Lanka,LKA,2022,1.984,,,1,South Asia
"Fertility rate, total (births per woman)",Sri Lanka,LKA,2021,1.995,,,1,South Asia
"Fertility rate, total (births per woman)",Sri Lanka,LKA,2020,2.007,,,1,South Asia
"Fertility rate, total (births per woman)",Sri Lanka,LKA,2019,2.022,,,1,South Asia
"Fertility rate, total (births per woman)",Sri Lanka,LKA,2018,2.033,,,1,South Asia
"Fertility rate, total (births per woman)",Sri Lanka,LKA,2017,2.044,,,1,South Asia
"Fertility rate, total (births per woman)",Sri Lanka,LKA,2016,2.062,,,1,South Asia
"Fertility rate, total (births per woman)",Sri Lanka,LKA,2015,2.09,,,1,South Asia
"Fertility rate, total (births per woman)",Sri Lanka,LKA,2014,2.134,,,1,South Asia
"Fertility rate, total (births per woman)",Sri Lanka,LKA,2013,2.178,,,1,South Asia
"Fertility rate, total (births per woman)",Sri Lanka,LKA,2012,2.173,,,1,South Asia
"Fertility rate, total (births per woman)",Sri Lanka,LKA,2011,2.144,,,1,South Asia
"Fertility rate, total (births per woman)",Sri Lanka,LKA,2010,2.134,,,1,South Asia
"Fertility rate, total (births per woman)",Sri Lanka,LKA,2009,2.179,,,1,South Asia
"Fertility rate, total (births per woman)",Sri Lanka,LKA,2008,2.232,,,1,South Asia
"Fertility rate, total (births per woman)",Sri Lanka,LKA,2007,2.295,,,1,South Asia
"Fertility rate, total (births per woman)",Sri Lanka,LKA,2006,2.292,,,1,South Asia
"Fertility rate, total (births per woman)",Sri Lanka,LKA,2005,2.263,,,1,South Asia
"Fertility rate, total (births per woman)",Sri Lanka,LKA,2004,2.271,,,1,South Asia
"Fertility rate, total (births per woman)",Sri Lanka,LKA,2003,2.301,,,1,South Asia
"Fertility rate, total (births per woman)",Sri Lanka,LKA,2002,2.31,,,1,South Asia
"Fertility rate, total (births per woman)",Sri Lanka,LKA,2001,2.283,,,1,South Asia
"Fertility rate, total (births per woman)",Sri Lanka,LKA,2000,2.213,,,1,South Asia
"Fertility rate, total (births per woman)",Sri Lanka,LKA,1999,2.142,,,1,South Asia
"Fertility rate, total (births per woman)",Sri Lanka,LKA,1998,2.136,,,1,South Asia
"Fertility rate, total (births per woman)",Sri Lanka,LKA,1997,2.215,,,1,South Asia
"Fertility rate, total (births per woman)",Sri Lanka,LKA,1996,2.285,,,1,South Asia
"Fertility rate, total (births per woman)",Sri Lanka,LKA,1995,2.353,,,1,South Asia
"Fertility rate, total (births per woman)",Sri Lanka,LKA,1994,2.405,,,1,South Asia
"Fertility rate, total (births per woman)",Sri Lanka,LKA,1993,2.438,,,1,South Asia
"Fertility rate, total (births per woman)",Sri Lanka,LKA,1992,2.487,,,1,South Asia
"Fertility rate, total (births per woman)",Sri Lanka,LKA,1991,2.514,,,1,South Asia
"Fertility rate, total (births per woman)",Sri Lanka,LKA,1990,2.541,,,1,South Asia
"Fertility rate, total (births per woman)",Sri Lanka,LKA,1989,2.578,,,1,South Asia
"Fertility rate, total (births per woman)",Sri Lanka,LKA,1988,2.565,,,1,South Asia
"Fertility rate, total (births per woman)",Sri Lanka,LKA,1987,2.644,,,1,South Asia
"Fertility rate, total (births per woman)",Sri Lanka,LKA,1986,2.743,,,1,South Asia
"Fertility rate, total (births per woman)",Sri Lanka,LKA,1985,2.895,,,1,South Asia
"Fertility rate, total (births per woman)",Sri Lanka,LKA,1984,3.006,,,1,South Asia
"Fertility rate, total (births per woman)",Sri Lanka,LKA,1983,3.114,,,1,South Asia
"Fertility rate, total (births per woman)",Sri Lanka,LKA,1982,3.32,,,1,South Asia
"Fertility rate, total (births per woman)",Sri Lanka,LKA,1981,3.649,,,1,South Asia
"Fertility rate, total (births per woman)",Sri Lanka,LKA,1980,3.725,,,1,South Asia
"Fertility rate, total (births per woman)",Sri Lanka,LKA,1979,3.822,,,1,South Asia
"Fertility rate, total (births per woman)",Sri Lanka,LKA,1978,3.81,,,1,South Asia
"Fertility rate, total (births per woman)",Sri Lanka,LKA,1977,3.741,,,1,South Asia
"Fertility rate, total (births per woman)",Sri Lanka,LKA,1976,3.783,,,1,South Asia
"Fertility rate, total (births per woman)",Sri Lanka,LKA,1975,3.816,,,1,South Asia
"Fertility rate, total (births per woman)",Sri Lanka,LKA,1974,3.855,,,1,South Asia
"Fertility rate, total (births per woman)",Sri Lanka,LKA,1973,4.001,,,1,South Asia
"Fertility rate, total (births per woman)",Sri Lanka,LKA,1972,4.156,,,1,South Asia
"Fertility rate, total (births per woman)",Sri Lanka,LKA,1971,4.266,,,1,South Asia
"Fertility rate, total (births per woman)",Sri Lanka,LKA,1970,4.387,,,1,South Asia
"Fertility rate, total (births per woman)",Sri Lanka,LKA,1969,4.499,,,1,South Asia
"Fertility rate, total (births per woman)",Sri Lanka,LKA,1968,4.658,,,1,South Asia
"Fertility rate, total (births per woman)",Sri Lanka,LKA,1967,4.787,,,1,South Asia
"Fertility rate, total (births per woman)",Sri Lanka,LKA,1966,4.828,,,1,South Asia
"Fertility rate, total (births per woman)",Sri Lanka,LKA,1965,4.934,,,1,South Asia
"Fertility rate, total (births per woman)",Sri Lanka,LKA,1964,5.057,,,1,South Asia
"Fertility rate, total (births per woman)",Sri Lanka,LKA,1963,5.118,,,1,South Asia
"Fertility rate, total (births per woman)",Sri Lanka,LKA,1962,5.177,,,1,South Asia
"Fertility rate, total (births per woman)",Sri Lanka,LKA,1961,5.24,,,1,South Asia
"Fertility rate, total (births per woman)",Sri Lanka,LKA,1960,5.352,,,1,South Asia
"Fertility rate, total (births per woman)",Nepal,NPL,2024,,,,1,South Asia
"Fertility rate, total (births per woman)",Nepal,NPL,2023,1.984,,,1,South Asia
"Fertility rate, total (births per woman)",Nepal,NPL,2022,2.002,,,1,South Asia
"Fertility rate, total (births per woman)",Nepal,NPL,2021,2.025,,,1,South Asia
"Fertility rate, total (births per woman)",Nepal,NPL,2020,2.051,,,1,South Asia
"Fertility rate, total (births per woman)",Nepal,NPL,2019,2.08,,,1,South Asia
"Fertility rate, total (births per woman)",Nepal,NPL,2018,2.12,,,1,South Asia
"Fertility rate, total (births per woman)",Nepal,NPL,2017,2.173,,,1,South Asia
"Fertility rate, total (births per woman)",Nepal,NPL,2016,2.226,,,1,South Asia
"Fertility rate, total (births per woman)",Nepal,NPL,2015,2.273,,,1,South Asia
"Fertility rate, total (births per woman)",Nepal,NPL,2014,2.319,,,1,South Asia
"Fertility rate, total (births per woman)",Nepal,NPL,2013,2.36,,,1,South Asia
"Fertility rate, total (births per woman)",Nepal,NPL,2012,2.42,,,1,South Asia
"Fertility rate, total (births per woman)",Nepal,NPL,2011,2.462,,,1,South Asia
"Fertility rate, total (births per woman)",Nepal,NPL,2010,2.541,,,1,South Asia
"Fertility rate, total (births per woman)",Nepal,NPL,2009,2.63,,,1,South Asia
"Fertility rate, total (births per woman)",Nepal,NPL,2008,2.737,,,1,South Asia
"Fertility rate, total (births per woman)",Nepal,NPL,2007,2.857,,,1,South Asia
"Fertility rate, total (births per woman)",Nepal,NPL,2006,2.967,,,1,South Asia
"Fertility rate, total (births per woman)",Nepal,NPL,2005,3.115,,,1,South Asia
"Fertility rate, total (births per woman)",Nepal,NPL,2004,3.279,,,1,South Asia
"Fertility rate, total (births per woman)",Nepal,NPL,2003,3.439,,,1,South Asia
"Fertility rate, total (births per woman)",Nepal,NPL,2002,3.604,,,1,South Asia
"Fertility rate, total (births per woman)",Nepal,NPL,2001,3.793,,,1,South Asia
"Fertility rate, total (births per woman)",Nepal,NPL,2000,3.984,,,1,South Asia
"Fertility rate, total (births per woman)",Nepal,NPL,1999,4.13,,,1,South Asia
"Fertility rate, total (births per woman)",Nepal,NPL,1998,4.275,,,1,South Asia
"Fertility rate, total (births per woman)",Nepal,NPL,1997,4.442,,,1,South Asia
"Fertility rate, total (births per woman)",Nepal,NPL,1996,4.668,,,1,South Asia
"Fertility rate, total (births per woman)",Nepal,NPL,1995,4.869,,,1,South Asia
"Fertility rate, total (births per woman)",Nepal,NPL,1994,4.964,,,1,South Asia
"Fertility rate, total (births per woman)",Nepal,NPL,1993,5.042,,,1,South Asia
"Fertility rate, total (births per woman)",Nepal,NPL,1992,5.074,,,1,South Asia
"Fertility rate, total (births per woman)",Nepal,NPL,1991,5.151,,,1,South Asia
"Fertility rate, total (births per woman)",Nepal,NPL,1990,5.211,,,1,South Asia
"Fertility rate, total (births per woman)",Nepal,NPL,1989,5.258,,,1,South Asia
"Fertility rate, total (births per woman)",Nepal,NPL,1988,5.307,,,1,South Asia
"Fertility rate, total (births per woman)",Nepal,NPL,1987,5.348,,,1,South Asia
"Fertility rate, total (births per woman)",Nepal,NPL,1986,5.4,,,1,South Asia
"Fertility rate, total (births per woman)",Nepal,NPL,1985,5.457,,,1,South Asia
"Fertility rate, total (births per woman)",Nepal,NPL,1984,5.509,,,1,South Asia
"Fertility rate, total (births per woman)",Nepal,NPL,1983,5.536,,,1,South Asia
"Fertility rate, total (births per woman)",Nepal,NPL,1982,5.549,,,1,South Asia
"Fertility rate, total (births per woman)",Nepal,NPL,1981,5.576,,,1,South Asia
"Fertility rate, total (births per woman)",Nepal,NPL,1980,5.603,,,1,South Asia
"Fertility rate, total (births per woman)",Nepal,NPL,1979,5.644,,,1,South Asia
"Fertility rate, total (births per woman)",Nepal,NPL,1978,5.676,,,1,South Asia
"Fertility rate, total (births per woman)",Nepal,NPL,1977,5.688,,,1,South Asia
"Fertility rate, total (births per woman)",Nepal,NPL,1976,5.717,,,1,South Asia
"Fertility rate, total (births per woman)",Nepal,NPL,1975,5.733,,,1,South Asia
"Fertility rate, total (births per woman)",Nepal,NPL,1974,5.75,,,1,South Asia
"Fertility rate, total (births per woman)",Nepal,NPL,1973,5.701,,,1,South Asia
"Fertility rate, total (births per woman)",Nepal,NPL,1972,5.801,,,1,South Asia
"Fertility rate, total (births per woman)",Nepal,NPL,1971,5.845,,,1,South Asia
"Fertility rate, total (births per woman)",Nepal,NPL,1970,5.869,,,1,South Asia
"Fertility rate, total (births per woman)",Nepal,NPL,1969,5.893,,,1,South Asia
"Fertility rate, total (births per woman)",Nepal,NPL,1968,5.944,,,1,South Asia
"Fertility rate, total (births per woman)",Nepal,NPL,1967,5.954,,,1,South Asia
"Fertility rate, total (births per woman)",Nepal,NPL,1966,5.98,,,1,South Asia
"Fertility rate, total (births per woman)",Nepal,NPL,1965,6.007,,,1,South Asia
"Fertility rate, total (births per woman)",Nepal,NPL,1964,6.043,,,1,South Asia
"Fertility rate, total (births per woman)",Nepal,NPL,1963,6.056,,,1,South Asia
"Fertility rate, total (births per woman)",Nepal,NPL,1962,6.082,,,1,South Asia
"Fertility rate, total (births per woman)",Nepal,NPL,1961,6.093,,,1,South Asia
"Fertility rate, total (births per woman)",Nepal,NPL,1960,6.069,,,1,South Asia
"Fertility rate, total (births per woman)",Pakistan,PAK,2024,,,,1,South Asia
"Fertility rate, total (births per woman)",Pakistan,PAK,2023,3.605,,,1,South Asia
"Fertility rate, total (births per woman)",Pakistan,PAK,2022,3.662,,,1,South Asia
"Fertility rate, total (births per woman)",Pakistan,PAK,2021,3.72,,,1,South Asia
"Fertility rate, total (births per woman)",Pakistan,PAK,2020,3.765,,,1,South Asia
"Fertility rate, total (births per woman)",Pakistan,PAK,2019,3.81,,,1,South Asia
"Fertility rate, total (births per woman)",Pakistan,PAK,2018,3.855,,,1,South Asia
"Fertility rate, total (births per woman)",Pakistan,PAK,2017,3.9,,,1,South Asia
"Fertility rate, total (births per woman)",Pakistan,PAK,2016,3.902,,,1,South Asia
"Fertility rate, total (births per woman)",Pakistan,PAK,2015,3.988,,,1,South Asia
"Fertility rate, total (births per woman)",Pakistan,PAK,2014,4.055,,,1,South Asia
"Fertility rate, total (births per woman)",Pakistan,PAK,2013,4.125,,,1,South Asia
"Fertility rate, total (births per woman)",Pakistan,PAK,2012,4.204,,,1,South Asia
"Fertility rate, total (births per woman)",Pakistan,PAK,2011,4.305,,,1,South Asia
"Fertility rate, total (births per woman)",Pakistan,PAK,2010,4.398,,,1,South Asia
"Fertility rate, total (births per woman)",Pakistan,PAK,2009,4.465,,,1,South Asia
"Fertility rate, total (births per woman)",Pakistan,PAK,2008,4.515,,,1,South Asia
"Fertility rate, total (births per woman)",Pakistan,PAK,2007,4.554,,,1,South Asia
"Fertility rate, total (births per woman)",Pakistan,PAK,2006,4.589,,,1,South Asia
"Fertility rate, total (births per woman)",Pakistan,PAK,2005,4.595,,,1,South Asia
"Fertility rate, total (births per woman)",Pakistan,PAK,2004,4.685,,,1,South Asia
"Fertility rate, total (births per woman)",Pakistan,PAK,2003,4.894,,,1,South Asia
"Fertility rate, total (births per woman)",Pakistan,PAK,2002,5.012,,,1,South Asia
"Fertility rate, total (births per woman)",Pakistan,PAK,2001,5.182,,,1,South Asia
"Fertility rate, total (births per woman)",Pakistan,PAK,2000,5.352,,,1,South Asia
"Fertility rate, total (births per woman)",Pakistan,PAK,1999,5.462,,,1,South Asia
"Fertility rate, total (births per woman)",Pakistan,PAK,1998,5.507,,,1,South Asia
"Fertility rate, total (births per woman)",Pakistan,PAK,1997,5.642,,,1,South Asia
"Fertility rate, total (births per woman)",Pakistan,PAK,1996,5.771,,,1,South Asia
"Fertility rate, total (births per woman)",Pakistan,PAK,1995,5.894,,,1,South Asia
"Fertility rate, total (births per woman)",Pakistan,PAK,1994,6.008,,,1,South Asia
"Fertility rate, total (births per woman)",Pakistan,PAK,1993,6.112,,,1,South Asia
"Fertility rate, total (births per woman)",Pakistan,PAK,1992,6.207,,,1,South Asia
"Fertility rate, total (births per woman)",Pakistan,PAK,1991,6.291,,,1,South Asia
"Fertility rate, total (births per woman)",Pakistan,PAK,1990,6.364,,,1,South Asia
"Fertility rate, total (births per woman)",Pakistan,PAK,1989,6.425,,,1,South Asia
"Fertility rate, total (births per woman)",Pakistan,PAK,1988,6.476,,,1,South Asia
"Fertility rate, total (births per woman)",Pakistan,PAK,1987,6.518,,,1,South Asia
"Fertility rate, total (births per woman)",Pakistan,PAK,1986,6.554,,,1,South Asia
"Fertility rate, total (births per woman)",Pakistan,PAK,1985,6.585,,,1,South Asia
"Fertility rate, total (births per woman)",Pakistan,PAK,1984,6.615,,,1,South Asia
"Fertility rate, total (births per woman)",Pakistan,PAK,1983,6.644,,,1,South Asia
"Fertility rate, total (births per woman)",Pakistan,PAK,1982,6.674,,,1,South Asia
"Fertility rate, total (births per woman)",Pakistan,PAK,1981,6.704,,,1,South Asia
"Fertility rate, total (births per woman)",Pakistan,PAK,1980,6.734,,,1,South Asia
"Fertility rate, total (births per woman)",Pakistan,PAK,1979,6.761,,,1,South Asia
"Fertility rate, total (births per woman)",Pakistan,PAK,1978,6.783,,,1,South Asia
"Fertility rate, total (births per woman)",Pakistan,PAK,1977,6.799,,,1,South Asia
"Fertility rate, total (births per woman)",Pakistan,PAK,1976,6.808,,,1,South Asia
"Fertility rate, total (births per woman)",Pakistan,PAK,1975,6.812,,,1,South Asia
"Fertility rate, total (births per woman)",Pakistan,PAK,1974,6.811,,,1,South Asia
"Fertility rate, total (births per woman)",Pakistan,PAK,1973,6.808,,,1,South Asia
"Fertility rate, total (births per woman)",Pakistan,PAK,1972,6.805,,,1,South Asia
"Fertility rate, total (births per woman)",Pakistan,PAK,1971,6.802,,,1,South Asia
"Fertility rate, total (births per woman)",Pakistan,PAK,1970,6.801,,,1,South Asia
"Fertility rate, total (births per woman)",Pakistan,PAK,1969,6.8,,,1,South Asia
"Fertility rate, total (births per woman)",Pakistan,PAK,1968,6.8,,,1,South Asia
"Fertility rate, total (births per woman)",Pakistan,PAK,1967,6.8,,,1,South Asia
"Fertility rate, total (births per woman)",Pakistan,PAK,1966,6.8,,,1,South Asia
"Fertility rate, total (births per woman)",Pakistan,PAK,1965,6.8,,,1,South Asia
"Fertility rate, total (births per woman)",Pakistan,PAK,1964,6.8,,,1,South Asia
"Fertility rate, total (births per woman)",Pakistan,PAK,1963,6.8,,,1,South Asia
"Fertility rate, total (births per woman)",Pakistan,PAK,1962,6.8,,,1,South Asia
"Fertility rate, total (births per woman)",Pakistan,PAK,1961,6.8,,,1,South Asia
"Fertility rate, total (births per woman)",Pakistan,PAK,1960,6.8,,,1,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bangladesh,BGD,2024,,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bangladesh,BGD,2023,8242.39798977242,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bangladesh,BGD,2022,7888.16389098304,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bangladesh,BGD,2021,7441.06913961254,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bangladesh,BGD,2020,7015.19792797056,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bangladesh,BGD,2019,6838.32611608243,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bangladesh,BGD,2018,6392.59334024091,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bangladesh,BGD,2017,6005.70718781048,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bangladesh,BGD,2016,5682.53553494306,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bangladesh,BGD,2015,5352.71133299566,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bangladesh,BGD,2014,5068.63965672741,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bangladesh,BGD,2013,4822.72621378266,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bangladesh,BGD,2012,4592.04840919812,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bangladesh,BGD,2011,4352.42643359325,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bangladesh,BGD,2010,4125.46390163202,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bangladesh,BGD,2009,3942.13631207203,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bangladesh,BGD,2008,3787.9382761855,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bangladesh,BGD,2007,3608.91543819399,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bangladesh,BGD,2006,3407.4273502159,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bangladesh,BGD,2005,3231.61370692891,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bangladesh,BGD,2004,3071.83778764611,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bangladesh,BGD,2003,2958.91503115633,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bangladesh,BGD,2002,2866.43454328715,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bangladesh,BGD,2001,2803.55471950946,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bangladesh,BGD,2000,2712.93512215725,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bangladesh,BGD,1999,2624.06553797638,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bangladesh,BGD,1998,2555.06119218282,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bangladesh,BGD,1997,2475.59574602489,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bangladesh,BGD,1996,2413.54298201505,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bangladesh,BGD,1995,2351.70387946903,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bangladesh,BGD,1994,2279.09435302944,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bangladesh,BGD,1993,2234.8101219225,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bangladesh,BGD,1992,2174.38232866943,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bangladesh,BGD,1991,2101.38366035658,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bangladesh,BGD,1990,2069.78230100672,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bangladesh,BGD,1989,,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bangladesh,BGD,1988,,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bangladesh,BGD,1987,,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bangladesh,BGD,1986,,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bangladesh,BGD,1985,,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bangladesh,BGD,1984,,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bangladesh,BGD,1983,,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bangladesh,BGD,1982,,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bangladesh,BGD,1981,,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bangladesh,BGD,1980,,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bangladesh,BGD,1979,,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bangladesh,BGD,1978,,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bangladesh,BGD,1977,,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bangladesh,BGD,1976,,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bangladesh,BGD,1975,,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bangladesh,BGD,1974,,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bangladesh,BGD,1973,,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bangladesh,BGD,1972,,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bangladesh,BGD,1971,,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bangladesh,BGD,1970,,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bangladesh,BGD,1969,,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bangladesh,BGD,1968,,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bangladesh,BGD,1967,,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bangladesh,BGD,1966,,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bangladesh,BGD,1965,,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bangladesh,BGD,1964,,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bangladesh,BGD,1963,,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bangladesh,BGD,1962,,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bangladesh,BGD,1961,,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bangladesh,BGD,1960,,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bhutan,BTN,2024,,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bhutan,BTN,2023,,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bhutan,BTN,2022,14061.3120213689,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bhutan,BTN,2021,13458.8126642925,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bhutan,BTN,2020,12979.9369446336,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bhutan,BTN,2019,14555.1883979698,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bhutan,BTN,2018,13854.8543922424,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bhutan,BTN,2017,13482.3425253264,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bhutan,BTN,2016,13320.9758970472,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bhutan,BTN,2015,12400.2983217758,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bhutan,BTN,2014,11744.5189049643,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bhutan,BTN,2013,11212.4794211376,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bhutan,BTN,2012,11143.94452973,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bhutan,BTN,2011,10714.6865627638,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bhutan,BTN,2010,9985.28455357031,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bhutan,BTN,2009,9019.1186065228,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bhutan,BTN,2008,8470.03470902473,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bhutan,BTN,2007,8195.07074448444,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bhutan,BTN,2006,7140.85609157052,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bhutan,BTN,2005,6850.80440897429,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bhutan,BTN,2004,6517.99682620022,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bhutan,BTN,2003,6323.54119493941,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bhutan,BTN,2002,5991.25496849954,,,0,South Asia
"GDP per capita, PPP (constant 2021 international $)",Bhutan,BTN,2001,5545.63055320068,,,0,South Asia
